transaction_id,account_id,amount,type,date
54,17,6806.67,transfer,2025-07-09
55,191,11458.11,deposit,2025-10-21
56,71,410.07,withdrawal,2025-11-29
57,143,9607.17,transfer,2025-01-14
58,96,7790.29,deposit,2025-10-15
59,61,779.47,withdrawal,2025-12-27
60,229,9963.83,transfer,2025-05-27
61,252,1270.24,transfer,2025-02-07
62,232,8991.86,transfer,2025-08-16
63,45,674.48,withdrawal,2025-12-30
64,34,893.51,withdrawal,2025-03-22
65,90,518.58,withdrawal,2025-03-04
66,103,2405.53,transfer,2025-09-10
67,14,562.94,withdrawal,2025-07-08
68,240,6138.89,transfer,2025-02-14
69,34,410.2,withdrawal,2025-09-03
70,270,11549.01,deposit,2025-10-22
71,38,9725.18,transfer,2025-11-25
72,38,7014.21,deposit,2025-09-22
73,177,8785.7,transfer,2025-10-10
74,94,4354.55,transfer,2025-01-29
75,64,3076.04,transfer,2025-03-24
76,166,3492.93,transfer,2025-09-23
77,146,755.56,payment,2025-11-22
78,283,142.67,withdrawal,2025-06-05
79,274,1510.21,payment,2025-03-28
80,298,1753.45,transfer,2025-11-16
81,173,2476.58,payment,2025-01-15
82,42,2845.9,payment,2025-10-23
83,136,7681.24,transfer,2025-08-02
84,16,13340.5,deposit,2025-10-07
85,149,493.29,withdrawal,2025-12-17
86,208,464.47,withdrawal,2025-12-19
87,31,4424.07,transfer,2025-09-05
88,238,3434.92,transfer,2025-03-15
89,161,739.52,withdrawal,2025-06-26
90,205,7618.62,transfer,2025-09-21
91,288,960.75,payment,2025-08-27
92,63,460.6,withdrawal,2025-03-14
93,50,874.18,payment,2025-07-16
94,215,9628.72,transfer,2025-03-23
95,168,206.04,withdrawal,2025-03-23
96,256,7506.46,deposit,2025-06-07
97,255,274.7,payment,2025-07-21
98,259,14501.97,deposit,2025-04-21
99,299,67.68,withdrawal,2025-05-25
100,254,4321.94,deposit,2025-01-05
101,56,2052.33,deposit,2025-05-16
102,188,5520.76,deposit,2025-07-25
103,27,3657.11,transfer,2025-05-28
104,38,7588.62,deposit,2025-10-09
105,144,390.35,payment,2025-02-19
106,202,799.0,withdrawal,2025-06-23
107,286,759.87,withdrawal,2025-04-12
108,261,7526.16,deposit,2025-01-24
109,20,7150.24,transfer,2025-08-31
110,266,2276.66,deposit,2025-09-21
111,72,932.74,withdrawal,2025-06-13
112,84,14859.71,deposit,2025-06-03
113,173,10645.66,deposit,2025-06-03
114,244,1108.23,payment,2025-12-11
115,57,8776.35,deposit,2025-12-19
116,14,4019.68,deposit,2025-12-02
117,297,7227.93,transfer,2025-10-26
118,246,5266.11,transfer,2025-11-14
119,195,8225.53,transfer,2025-05-05
120,17,576.4,payment,2025-08-14
121,161,2313.9,deposit,2025-12-20
122,105,7552.2,deposit,2025-11-10
123,242,2118.8,payment,2025-09-23
124,107,998.16,withdrawal,2025-09-02
125,270,4740.6,deposit,2025-03-30
126,236,555.35,withdrawal,2025-12-13
127,136,2924.35,deposit,2025-05-07
128,143,240.37,withdrawal,2025-06-02
129,148,6917.89,transfer,2025-09-08
130,163,5264.61,deposit,2025-05-21
131,148,1722.56,payment,2025-10-06
132,195,12284.74,deposit,2025-03-16
133,149,866.45,payment,2025-02-10
134,178,9856.78,deposit,2025-09-03
135,110,8288.12,transfer,2025-05-19
136,288,154.53,withdrawal,2025-11-12
137,123,555.12,transfer,2025-09-29
138,116,572.29,transfer,2025-07-31
139,170,1553.15,deposit,2025-03-12
140,3,4098.73,transfer,2025-09-01
141,245,7571.32,transfer,2025-05-28
142,165,652.98,withdrawal,2025-02-15
143,294,5374.77,transfer,2025-01-20
144,90,13239.56,deposit,2025-04-01
145,19,11830.01,deposit,2025-04-06
146,149,32.76,payment,2025-10-18
147,55,298.87,withdrawal,2025-11-25
148,279,13344.44,deposit,2025-03-10
149,259,4128.91,deposit,2025-02-27
150,170,7324.64,transfer,2025-11-28
151,132,190.14,transfer,2025-06-22
152,152,1796.17,transfer,2025-11-24
153,208,7753.45,deposit,2025-02-14
154,206,558.42,payment,2025-03-13
155,245,937.11,withdrawal,2025-01-04
156,134,3571.04,deposit,2025-05-17
157,169,590.81,withdrawal,2025-10-21
158,6,660.61,withdrawal,2025-12-21
159,121,2005.02,payment,2025-08-27
160,158,4083.9,transfer,2025-09-15
161,160,1917.94,payment,2025-06-01
162,189,2230.33,transfer,2025-03-10
163,245,4577.04,transfer,2025-11-07
164,192,10544.01,deposit,2025-08-30
165,276,7630.5,transfer,2025-12-15
166,42,7946.19,deposit,2025-07-05
167,40,189.97,payment,2025-10-08
168,259,5748.38,transfer,2025-03-18
169,85,857.4,withdrawal,2025-08-15
170,60,7183.33,transfer,2025-09-08
171,47,12139.95,deposit,2025-08-21
172,68,6879.14,deposit,2025-01-30
173,287,10107.88,deposit,2025-06-07
174,12,3854.14,deposit,2025-01-02
175,112,140.64,payment,2025-06-26
176,33,2804.08,payment,2025-02-05
177,242,864.84,payment,2025-04-03
178,70,5648.19,deposit,2025-07-15
179,230,5665.9,deposit,2025-12-16
180,277,6552.66,transfer,2025-06-28
181,61,9928.83,transfer,2025-07-21
182,271,7292.19,transfer,2025-04-25
183,2,2935.58,payment,2025-08-26
184,279,8002.41,deposit,2025-04-28
185,127,5225.09,deposit,2025-05-22
186,97,101.49,payment,2025-12-05
187,215,725.8,payment,2025-02-04
188,52,1342.09,payment,2025-12-11
189,25,7418.38,transfer,2025-07-25
190,225,5420.61,transfer,2025-01-29
191,72,249.48,withdrawal,2025-10-22
192,164,252.17,withdrawal,2025-03-15
193,267,4164.92,transfer,2025-05-21
194,32,6278.63,transfer,2025-08-07
195,285,750.92,deposit,2025-06-26
196,196,702.38,withdrawal,2025-07-29
197,77,388.93,withdrawal,2025-10-03
198,243,8500.94,transfer,2025-06-03
199,74,13725.38,deposit,2025-10-15
200,212,8381.44,deposit,2025-03-10
201,199,2587.21,transfer,2025-06-19
202,41,12714.64,deposit,2025-02-17
203,275,562.79,transfer,2025-07-13
204,21,568.55,payment,2025-10-28
205,287,4819.97,transfer,2025-06-20
206,156,639.36,payment,2025-04-08
207,61,13720.9,deposit,2025-12-23
208,105,13731.14,deposit,2025-10-10
209,165,393.05,withdrawal,2025-10-01
210,184,276.33,withdrawal,2025-09-20
211,255,1524.19,deposit,2025-08-29
212,164,3738.51,transfer,2025-07-31
213,24,7425.46,transfer,2025-01-09
214,134,4463.12,deposit,2025-04-11
215,169,3829.41,transfer,2025-05-06
216,256,272.18,withdrawal,2025-09-08
217,252,2565.09,deposit,2025-06-30
218,87,7217.12,transfer,2025-09-08
219,95,1574.21,payment,2025-02-08
220,25,1240.11,payment,2025-11-19
221,119,2122.97,payment,2025-01-05
222,112,5629.35,deposit,2025-11-13
223,248,285.19,deposit,2025-09-30
224,283,227.17,deposit,2025-09-29
225,141,36.8,withdrawal,2025-12-24
226,221,1114.81,transfer,2025-02-19
227,269,2447.64,transfer,2025-11-14
228,270,818.91,withdrawal,2025-05-17
229,204,1122.29,payment,2025-07-27
230,236,9902.82,transfer,2025-04-26
231,154,1962.94,payment,2025-11-29
232,17,1218.81,payment,2025-07-13
233,283,888.92,deposit,2025-01-05
234,88,1502.08,payment,2025-08-11
235,170,2684.9,payment,2025-01-22
236,118,9017.67,transfer,2025-12-21
237,291,4102.87,deposit,2025-02-08
238,144,542.17,payment,2025-06-11
239,9,5891.01,transfer,2025-12-31
240,204,901.33,payment,2025-10-16
241,124,10171.67,deposit,2025-10-04
242,170,11346.36,deposit,2025-03-13
243,41,72.62,withdrawal,2025-08-12
244,119,1025.08,payment,2025-11-11
245,204,49.03,withdrawal,2025-05-20
246,231,3460.67,deposit,2025-10-11
247,193,2826.78,deposit,2025-10-27
248,195,2317.64,payment,2025-06-01
249,127,250.7,payment,2025-03-20
250,195,7409.57,transfer,2025-06-12
251,185,279.1,payment,2025-06-07
252,228,766.12,withdrawal,2025-02-22
253,68,566.24,payment,2025-08-18
254,286,1594.23,deposit,2025-02-15
255,182,1792.79,payment,2025-06-16
256,198,879.08,payment,2025-07-18
257,44,5741.01,transfer,2025-03-28
258,195,1431.46,transfer,2025-06-04
259,138,2231.73,deposit,2025-03-27
260,223,432.68,withdrawal,2025-09-05
261,40,266.67,withdrawal,2025-05-07
262,254,4605.72,transfer,2025-03-11
263,156,2846.73,payment,2025-06-20
264,195,451.42,withdrawal,2025-08-09
265,70,334.25,withdrawal,2025-12-22
266,103,4747.04,deposit,2025-07-23
267,164,740.18,withdrawal,2025-11-21
268,252,3292.57,transfer,2025-05-24
269,202,131.61,withdrawal,2025-10-16
270,103,6833.04,transfer,2025-10-09
271,14,14147.47,deposit,2025-04-18
272,225,834.66,withdrawal,2025-02-05
273,210,2130.73,deposit,2025-06-05
274,124,665.49,withdrawal,2025-08-05
275,194,1349.95,payment,2025-11-03
276,246,8038.79,deposit,2025-12-21
277,215,2373.21,payment,2025-07-04
278,275,332.56,payment,2025-05-08
279,182,6487.65,transfer,2025-01-23
280,289,14503.83,deposit,2025-06-19
281,221,36.59,payment,2025-05-13
282,114,4485.5,transfer,2025-07-20
283,238,3482.43,transfer,2025-01-13
284,248,889.82,payment,2025-02-13
285,60,3515.87,transfer,2025-06-25
286,234,5235.09,transfer,2025-06-28
287,244,1317.31,payment,2025-12-23
288,232,85.83,withdrawal,2025-01-23
289,59,2548.29,payment,2025-11-28
290,56,9302.73,transfer,2025-05-05
291,265,5541.51,transfer,2025-06-19
292,287,14379.02,deposit,2025-04-29
293,208,1904.55,transfer,2025-12-03
294,222,486.42,deposit,2025-11-11
295,102,8903.44,deposit,2025-07-19
296,3,2097.56,transfer,2025-12-27
297,33,2399.51,payment,2025-10-02
298,96,339.47,withdrawal,2025-08-23
299,59,677.29,withdrawal,2025-09-08
300,271,605.03,withdrawal,2025-11-09
301,201,1047.03,payment,2025-08-23
302,89,920.31,withdrawal,2025-10-30
303,44,3166.2,transfer,2025-05-03
304,157,553.22,payment,2025-12-22
305,73,6302.67,deposit,2025-03-12
306,295,6374.43,deposit,2025-09-07
307,276,5571.38,transfer,2025-09-08
308,148,1911.63,transfer,2025-08-19
309,28,952.81,withdrawal,2025-09-06
310,70,8161.4,transfer,2025-10-15
311,259,6166.56,deposit,2025-09-09
312,213,7356.06,deposit,2025-02-12
313,290,2388.66,payment,2025-04-23
314,150,828.18,payment,2025-10-03
315,148,7818.36,transfer,2025-10-17
316,254,1720.28,payment,2025-05-18
317,279,551.2,withdrawal,2025-01-22
318,226,9898.27,transfer,2025-02-22
319,127,877.31,withdrawal,2025-01-17
320,231,361.61,withdrawal,2025-02-14
321,225,2328.02,payment,2025-05-02
322,108,863.83,withdrawal,2025-11-09
323,220,6180.7,transfer,2025-04-16
324,106,1712.37,payment,2025-09-30
325,144,3270.35,transfer,2025-12-27
326,150,581.28,withdrawal,2025-09-21
327,49,9629.58,transfer,2025-07-30
328,31,869.71,withdrawal,2025-03-06
329,68,1505.12,transfer,2025-06-14
330,127,7367.41,deposit,2025-10-23
331,138,5658.83,deposit,2025-02-08
332,48,7758.42,deposit,2025-05-23
333,189,14256.3,deposit,2025-06-17
334,298,2607.38,payment,2025-02-17
335,235,853.1,withdrawal,2025-10-01
336,204,9682.88,transfer,2025-04-19
337,254,336.41,withdrawal,2025-05-26
338,173,5683.11,transfer,2025-09-06
339,176,142.6,payment,2025-11-17
340,236,377.09,payment,2025-03-22
341,226,60.11,deposit,2025-08-08
342,104,8827.37,transfer,2025-06-04
343,82,111.47,withdrawal,2025-07-04
344,129,1118.67,payment,2025-11-29
345,85,1192.04,payment,2025-06-06
346,120,9849.5,deposit,2025-12-27
347,49,644.2,payment,2025-02-09
348,68,5218.47,transfer,2025-08-16
349,5,2088.31,payment,2025-03-03
350,217,4803.12,transfer,2025-04-28
351,197,2193.64,payment,2025-02-22
352,53,380.21,withdrawal,2025-06-03
353,71,11613.23,deposit,2025-03-10
354,74,1593.87,payment,2025-01-05
355,85,5300.26,deposit,2025-04-20
356,78,9260.34,deposit,2025-08-15
357,112,2690.3,payment,2025-03-13
358,64,5305.46,deposit,2025-08-08
359,162,2515.47,transfer,2025-11-27
360,44,5556.3,transfer,2025-11-04
361,146,2544.44,payment,2025-12-04
362,155,5201.6,transfer,2025-09-18
363,97,4468.35,deposit,2025-01-28
364,123,5818.99,deposit,2025-05-04
365,256,1587.22,payment,2025-01-07
366,185,149.34,withdrawal,2025-10-19
367,216,555.43,withdrawal,2025-03-30
368,242,54.98,payment,2025-02-04
369,8,231.43,withdrawal,2025-01-31
370,204,636.0,withdrawal,2025-09-14
371,213,10542.07,deposit,2025-02-12
372,275,2810.8,transfer,2025-06-08
373,41,9744.42,transfer,2025-03-21
374,275,402.92,withdrawal,2025-11-21
375,34,704.7,withdrawal,2025-05-03
376,30,907.82,transfer,2025-08-11
377,60,9203.84,deposit,2025-01-29
378,159,1238.46,transfer,2025-12-29
379,71,495.68,payment,2025-06-27
380,268,183.62,withdrawal,2025-03-06
381,138,2315.43,payment,2025-01-16
382,172,4116.11,deposit,2025-02-02
383,135,1490.96,payment,2025-09-19
384,185,1501.33,payment,2025-10-18
385,86,174.16,withdrawal,2025-02-22
386,294,689.07,payment,2025-09-18
387,2,2576.77,payment,2025-01-07
388,126,1417.93,payment,2025-07-16
389,77,9315.04,transfer,2025-01-19
390,284,3406.5,deposit,2025-05-08
391,214,285.83,withdrawal,2025-02-09
392,293,137.01,withdrawal,2025-12-11
393,27,2270.69,transfer,2025-09-22
394,24,1080.45,deposit,2025-08-27
395,145,340.75,withdrawal,2025-10-11
396,234,1109.91,payment,2025-05-30
397,289,744.78,withdrawal,2025-05-05
398,238,599.86,withdrawal,2025-09-10
399,101,1548.14,transfer,2025-07-29
400,13,5438.37,transfer,2025-11-22
401,5,21.43,withdrawal,2025-12-03
402,193,121.87,withdrawal,2025-09-29
403,122,7405.83,deposit,2025-01-31
404,73,111.17,withdrawal,2025-04-29
405,267,10527.66,deposit,2025-07-10
406,235,1744.41,payment,2025-09-16
407,69,1168.72,deposit,2025-10-18
408,32,9953.54,deposit,2025-03-08
409,122,275.77,withdrawal,2025-06-11
410,202,331.7,withdrawal,2025-05-20
411,120,2830.95,payment,2025-03-11
412,300,470.45,payment,2025-03-26
413,231,4744.8,deposit,2025-03-03
414,275,965.34,withdrawal,2025-04-17
415,232,474.08,withdrawal,2025-03-03
416,47,8085.59,transfer,2025-06-05
417,21,8367.45,transfer,2025-06-17
418,76,2134.92,payment,2025-07-02
419,203,2033.16,payment,2025-05-14
420,90,2856.53,payment,2025-08-20
421,285,992.52,transfer,2025-02-22
422,72,40.81,payment,2025-04-24
423,67,8245.55,transfer,2025-07-10
424,44,919.08,withdrawal,2025-02-08
425,12,597.26,payment,2025-11-27
426,228,965.19,transfer,2025-06-19
427,63,2827.13,payment,2025-01-26
428,87,12334.2,deposit,2025-07-22
429,255,1151.27,payment,2025-08-07
430,89,230.42,withdrawal,2025-04-06
431,141,457.09,withdrawal,2025-03-18
432,18,6490.42,transfer,2025-09-13
433,211,961.64,deposit,2025-05-24
434,197,4221.39,transfer,2025-11-26
435,270,6326.01,transfer,2025-10-06
436,10,11739.64,deposit,2025-07-03
437,246,5193.31,deposit,2025-10-17
438,258,400.61,withdrawal,2025-04-03
439,14,605.17,withdrawal,2025-01-16
440,144,2426.92,payment,2025-08-30
441,272,771.51,withdrawal,2025-04-30
442,82,747.33,payment,2025-05-04
443,137,2293.33,payment,2025-04-23
444,295,5354.33,deposit,2025-03-30
445,91,5945.57,transfer,2025-12-24
446,184,2111.84,payment,2025-06-30
447,291,5652.93,transfer,2025-04-07
448,253,192.05,withdrawal,2025-01-20
449,47,701.71,payment,2025-04-23
450,11,60.22,deposit,2025-11-11
451,104,3440.55,transfer,2025-04-01
452,166,70.63,payment,2025-10-28
453,73,2540.21,payment,2025-07-06
454,38,710.45,withdrawal,2025-12-06
455,203,1013.0,payment,2025-06-15
456,70,7336.9,transfer,2025-08-12
457,250,190.72,withdrawal,2025-10-15
458,183,6672.04,transfer,2025-03-31
459,194,739.32,withdrawal,2025-05-31
460,66,7301.87,transfer,2025-12-26
461,294,12768.82,deposit,2025-10-18
462,17,6043.77,transfer,2025-11-10
463,114,2810.38,payment,2025-03-14
464,170,717.8,payment,2025-06-13
465,86,2465.88,payment,2025-12-10
466,172,220.36,deposit,2025-04-18
467,128,1054.69,payment,2025-02-25
468,1,1160.88,payment,2025-08-03
469,86,7421.58,deposit,2025-07-13
470,180,1566.36,deposit,2025-09-03
471,296,1668.43,transfer,2025-02-07
472,18,39.68,withdrawal,2025-05-14
473,54,1028.72,payment,2025-07-12
474,83,1643.4,payment,2025-02-17
475,174,10582.34,deposit,2025-08-09
476,85,2398.7,deposit,2025-02-21
477,170,9745.26,transfer,2025-07-29
478,284,667.39,withdrawal,2025-06-02
479,122,153.66,payment,2025-10-20
480,282,2346.17,deposit,2025-07-04
481,2,1360.04,deposit,2025-12-05
482,246,1015.02,transfer,2025-04-16
483,88,977.52,withdrawal,2025-08-31
484,60,789.18,withdrawal,2025-08-30
485,251,109.31,withdrawal,2025-10-06
486,199,3741.65,transfer,2025-07-15
487,190,4485.46,transfer,2025-05-15
488,226,3987.84,deposit,2025-05-18
489,289,457.64,payment,2025-12-23
490,50,2006.08,payment,2025-10-05
491,212,5558.34,transfer,2025-07-18
492,268,14486.13,deposit,2025-12-18
493,244,4788.81,transfer,2025-02-10
494,203,1508.79,payment,2025-09-22
495,293,1246.8,transfer,2025-08-18
496,89,9723.04,transfer,2025-04-09
497,65,1273.01,payment,2025-12-16
498,223,9972.83,transfer,2025-11-18
499,76,333.35,withdrawal,2025-02-04
500,45,8367.64,deposit,2025-10-10
501,167,529.29,withdrawal,2025-01-07
502,268,1732.16,deposit,2025-03-18
503,76,2775.16,payment,2025-10-16
504,52,870.13,withdrawal,2025-06-26
505,211,395.38,withdrawal,2025-09-06
506,293,610.11,deposit,2025-05-22
507,207,6201.53,transfer,2025-12-15
508,206,1190.4,payment,2025-06-19
509,122,2238.52,payment,2025-05-18
510,191,1016.91,payment,2025-06-05
511,160,845.99,withdrawal,2025-12-23
512,51,1387.14,transfer,2025-08-15
513,165,734.22,withdrawal,2025-11-06
514,46,4445.08,transfer,2025-07-28
515,249,824.6,withdrawal,2025-09-21
516,82,936.81,payment,2025-09-17
517,207,7816.14,transfer,2025-09-26
518,292,525.34,payment,2025-04-13
519,30,379.06,transfer,2025-01-26
520,185,2776.08,transfer,2025-08-26
521,259,9549.38,deposit,2025-03-05
522,16,3756.04,transfer,2025-11-01
523,229,9607.18,transfer,2025-08-31
524,283,357.36,withdrawal,2025-05-13
525,47,46.9,withdrawal,2025-01-26
526,84,8578.26,transfer,2025-11-28
527,116,2727.38,transfer,2025-07-29
528,263,2594.57,payment,2025-12-16
529,5,13677.16,deposit,2025-11-28
530,89,675.19,payment,2025-11-08
531,157,435.33,withdrawal,2025-07-12
532,179,3817.38,deposit,2025-08-27
533,155,8788.08,deposit,2025-01-04
534,262,570.23,withdrawal,2025-11-01
535,145,690.72,withdrawal,2025-09-04
536,33,988.59,withdrawal,2025-11-24
537,167,275.92,withdrawal,2025-12-31
538,153,1541.8,transfer,2025-05-04
539,30,9924.93,deposit,2025-12-15
540,72,1967.92,payment,2025-06-01
541,133,6098.75,deposit,2025-01-19
542,299,3464.51,transfer,2025-04-24
543,274,13602.57,deposit,2025-12-10
544,184,848.51,withdrawal,2025-12-03
545,286,2973.15,transfer,2025-08-30
546,66,730.68,withdrawal,2025-10-14
547,94,661.35,withdrawal,2025-04-24
548,182,7454.89,transfer,2025-06-07
549,216,384.25,withdrawal,2025-10-27
550,151,12775.65,deposit,2025-08-29
551,28,1419.3,payment,2025-04-10
552,257,2603.16,payment,2025-07-15
553,272,424.85,withdrawal,2025-03-19
554,71,3459.57,transfer,2025-10-19
555,235,3198.02,transfer,2025-04-03
556,42,5022.81,deposit,2025-04-01
557,161,19.12,payment,2025-05-21
558,108,5783.98,transfer,2025-03-23
559,251,392.57,payment,2025-08-11
560,220,6463.93,deposit,2025-09-02
561,197,117.99,payment,2025-04-13
562,192,2676.56,payment,2025-09-29
563,98,2031.86,payment,2025-11-17
564,128,6950.57,transfer,2025-06-26
565,160,1071.95,transfer,2025-09-15
566,157,699.61,transfer,2025-01-24
567,153,466.81,withdrawal,2025-09-24
568,269,444.99,withdrawal,2025-12-18
569,69,996.22,withdrawal,2025-09-08
570,184,1690.59,transfer,2025-07-26
571,10,2282.0,transfer,2025-03-09
572,109,1771.13,payment,2025-03-28
573,64,716.89,withdrawal,2025-01-20
574,193,775.82,withdrawal,2025-11-16
575,25,1987.6,payment,2025-12-01
576,11,2070.8,payment,2025-08-02
577,228,1897.75,deposit,2025-05-10
578,243,2094.67,transfer,2025-12-18
579,5,432.45,withdrawal,2025-02-21
580,267,630.34,withdrawal,2025-12-25
581,71,12468.26,deposit,2025-02-23
582,262,851.71,payment,2025-02-24
583,255,6109.57,transfer,2025-05-15
584,268,3611.32,transfer,2025-07-29
585,152,442.09,transfer,2025-09-12
586,107,4992.52,deposit,2025-01-02
587,7,2721.11,payment,2025-10-21
588,253,9496.99,transfer,2025-09-19
589,39,2714.81,payment,2025-11-26
590,119,14830.56,deposit,2025-06-01
591,136,798.7,deposit,2025-03-31
592,21,373.01,withdrawal,2025-12-13
593,161,11091.18,deposit,2025-02-18
594,24,2556.74,payment,2025-12-06
595,88,370.38,withdrawal,2025-08-13
596,138,1121.0,payment,2025-06-25
597,94,1205.33,payment,2025-08-22
598,140,10364.04,deposit,2025-09-02
599,216,1174.91,transfer,2025-12-23
600,31,1081.95,transfer,2025-10-30
601,248,2759.85,deposit,2025-07-14
602,184,2588.41,payment,2025-03-08
603,248,1738.42,deposit,2025-07-30
604,226,194.69,payment,2025-12-02
605,161,2115.18,payment,2025-12-14
606,269,9780.06,transfer,2025-12-09
607,174,1301.38,payment,2025-05-08
608,247,670.44,withdrawal,2025-11-25
609,198,8398.38,transfer,2025-10-13
610,28,1931.98,payment,2025-03-22
611,259,12785.47,deposit,2025-03-26
612,39,4843.48,deposit,2025-06-19
613,143,1523.25,payment,2025-10-09
614,194,12265.69,deposit,2025-02-10
615,236,12028.86,deposit,2025-08-18
616,46,6733.67,deposit,2025-03-02
617,255,312.42,payment,2025-07-31
618,19,2478.6,payment,2025-11-06
619,156,6563.23,transfer,2025-08-22
620,175,828.8,withdrawal,2025-04-25
621,233,568.95,withdrawal,2025-11-14
622,243,721.6,withdrawal,2025-02-28
623,50,71.86,transfer,2025-07-01
624,150,708.05,withdrawal,2025-01-24
625,85,2149.72,deposit,2025-07-29
626,55,618.63,withdrawal,2025-04-07
627,62,3273.06,deposit,2025-04-08
628,174,2272.66,payment,2025-01-24
629,64,6887.95,deposit,2025-10-29
630,259,9640.35,transfer,2025-01-03
631,272,1661.91,payment,2025-08-10
632,300,13869.34,deposit,2025-04-01
633,297,7318.42,transfer,2025-03-07
634,54,9879.95,deposit,2025-11-07
635,165,6309.04,deposit,2025-11-08
636,128,409.91,withdrawal,2025-06-25
637,151,12081.71,deposit,2025-03-12
638,212,846.21,withdrawal,2025-10-08
639,161,2048.85,transfer,2025-11-16
640,149,922.77,withdrawal,2025-03-09
641,92,716.15,withdrawal,2025-06-30
642,288,8762.95,deposit,2025-12-08
643,214,879.93,withdrawal,2025-08-05
644,7,80.69,payment,2025-03-16
645,28,603.71,payment,2025-03-24
646,147,163.5,withdrawal,2025-02-01
647,152,7548.26,transfer,2025-01-17
648,184,1582.08,deposit,2025-12-12
649,288,7437.01,transfer,2025-10-15
650,200,5133.68,transfer,2025-12-23
651,148,2779.82,payment,2025-07-18
652,214,966.52,withdrawal,2025-01-28
653,7,219.03,withdrawal,2025-08-15
654,116,760.01,withdrawal,2025-10-07
655,101,2977.07,transfer,2025-04-01
656,39,9626.63,transfer,2025-09-21
657,62,657.48,deposit,2025-05-23
658,285,147.47,withdrawal,2025-10-27
659,131,995.04,payment,2025-12-30
660,80,465.34,payment,2025-06-15
661,27,500.74,withdrawal,2025-10-21
662,282,91.42,withdrawal,2025-12-29
663,163,9572.03,transfer,2025-09-24
664,35,4188.52,transfer,2025-10-02
665,207,1051.46,payment,2025-04-20
666,170,373.58,withdrawal,2025-04-22
667,272,14949.63,deposit,2025-11-29
668,5,2008.47,payment,2025-08-17
669,124,9591.02,transfer,2025-12-16
670,165,13743.19,deposit,2025-02-28
671,198,549.43,withdrawal,2025-05-25
672,13,524.02,withdrawal,2025-09-18
673,229,705.58,deposit,2025-11-30
674,99,523.62,withdrawal,2025-02-19
675,86,1882.66,payment,2025-04-18
676,110,12543.19,deposit,2025-04-16
677,276,9716.09,deposit,2025-02-06
678,79,1380.38,payment,2025-06-19
679,20,224.38,payment,2025-04-02
680,129,1727.01,payment,2025-04-27
681,133,5851.09,deposit,2025-11-19
682,208,4780.24,deposit,2025-07-19
683,61,1926.06,payment,2025-11-13
684,33,2104.14,payment,2025-02-07
685,184,873.06,payment,2025-12-18
686,155,848.14,payment,2025-08-13
687,196,12340.73,deposit,2025-01-16
688,243,5358.0,transfer,2025-03-11
689,201,960.93,withdrawal,2025-03-15
690,153,958.24,withdrawal,2025-01-06
691,284,1276.19,transfer,2025-01-03
692,294,8080.42,deposit,2025-02-13
693,157,7495.55,transfer,2025-06-26
694,109,13589.14,deposit,2025-09-20
695,73,1880.73,transfer,2025-11-12
696,130,1190.49,transfer,2025-12-10
697,291,2554.91,payment,2025-10-09
698,237,875.5,payment,2025-02-04
699,129,596.27,payment,2025-10-25
700,250,370.0,withdrawal,2025-12-10
701,121,858.99,payment,2025-02-05
702,100,496.14,withdrawal,2025-06-18
703,157,5677.24,transfer,2025-07-06
